Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,printGivenAndGeneratedCombinationsDerivedSafety,print:given:and:generated:combinations:derived:safety
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,printGivenAndGeneratedCombinationsInferredSafety,print:given:and:generated:combinations:inferred:safety
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,compareSafetyComputations,compare:safety:computations
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,printSafeDistancesAndDurations,print:safe:distances:and:durations
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,printSafeDistancesAndDurations,print:safe:distances:and:durations
a1.UtilityTesterMain,utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,printSafeDistancesAndDurations,print:safe:distances:and:durations
a2.InferredModel,inferred:model,@SocialDistancInferringModel,social:inferring:model,isSafe,is:safe,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,isInferredSafe,is:inferred:safe
a2.DerivedModel,derived:model,@SocialDistancDerivingModel,social:deriving:model,isSafe,is:safe,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,isDerivedSafe,is:derived:safe
a2.InterpolatedMain,interpolated:main,@SocialDistanceMVCInterpolatingMain,social:distance:mvc:interpolating:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setSingleton,set:singleton
a2.InterpolatedMain,interpolated:main,@SocialDistanceMVCInterpolatingMain,social:distance:mvc:interpolating:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.InterpolatedModel,interpolated:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,InterpolatedModel,interpolated:model
a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.BasicModel,basic:model,@SocialDistanceBasicModel,social:distance:basic:model,BasicModel,basic:model
a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.DerivedModel,derived:model,@SocialDistancDerivingModel,social:deriving:model,DerivedModel,derived:model
a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.InterpolatedModel,interpolated:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,InterpolatedModel,interpolated:model
a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.InferredModel,inferred:model,@SocialDistancInferringModel,social:inferring:model,InferredModel,inferred:model
a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.BasicModel,basic:model,@SocialDistanceBasicModel,social:distance:basic:model,BasicModel,basic:model
a2.ControllerFactory,controller:factory,@SocialDistanceControllerFactory,social:distance:controller:factory,getSingleton,get:singleton,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.Controller,controller,@SocialDistanceController,social:distance:controller,Controller,controller
a2.InterpolatedModel,interpolated:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,isSafe,is:safe,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,isInterpolatedSafe,is:interpolated:safe
a2.InterpolatedModel,interpolated:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,isSafe,is:safe,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,isInterpolatedSafe,is:interpolated:safe
a2.InterpolatedModel,interpolated:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,isSafe,is:safe,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a1.SocialDistancing,social:distancing,@BasicSocialDistanceUtility,basic:social:distance:utility,isInterpolatedSafe,is:interpolated:safe
a2.BasicMain,basic:main,@SocialDistanceMVCBasicMain,social:distance:mvc:basic:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setSingleton,set:singleton
a2.BasicMain,basic:main,@SocialDistanceMVCBasicMain,social:distance:mvc:basic:main,main,main,@SocialDistanceView:PropertyChangeListener:EventListener,social:distance:view:property:change:listener:event:listener,a2.BasicModel,basic:model,@SocialDistanceBasicModel,social:distance:basic:model,BasicModel,basic:model
